from,to,date,rating,,,,,,,,,,,,,,,,,,,,
cor,d,24_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,d,24_01_26,2,,,,,,,,,,,,,,,,,,,,
cal,d,24_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,cal,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p53,cor,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p53,minn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,cor,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p54,cor,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p54,cr,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p54,ice,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p54,fn,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p54,minn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p54,ice,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p54,io,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p54,d,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p54,walz,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p54,jacfre,24_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,cor,24_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,cr,24_01_26,2,,,,,,,,,,,,,,,,,,,,
io,cor,24_01_26,2,,,,,,,,,,,,,,,,,,,,
io,fn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
d,cr,24_01_26,2,,,,,,,,,,,,,,,,,,,,
d,cor,24_01_26,2,,,,,,,,,,,,,,,,,,,,
walz,ice,24_01_26,2,,,,,,,,,,,,,,,,,,,,
jacfre,ice,24_01_26,2,,,,,,,,,,,,,,,,,,,,
ice,cr,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p55,pair,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p56,souk,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p56,afghan,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p56,ukm,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p56,usa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,ukm,24_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,24_01_26,1,,,,,,,,,,,,,,,,,,,,
ukm,pair,24_01_26,1,,,,,,,,,,,,,,,,,,,,
souk,usa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
souk,ukm,24_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,afghan,24_01_26,2,,,,,,,,,,,,,,,,,,,,
souk,afghan,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p56,pair,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p56,chn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p56,can,24_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,can,24_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,can,24_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,chn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p57,emerg,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p57,fema,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p57,soca,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p57,va,24_01_26,1,,,,,,,,,,,,,,,,,,,,
fema,emerg,24_01_26,1,,,,,,,,,,,,,,,,,,,,
soca,emerg,24_01_26,1,,,,,,,,,,,,,,,,,,,,
va,emerg,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p58,t,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p58,pmca,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p58,chn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p58,can,24_01_26,2,,,,,,,,,,,,,,,,,,,,
pmca,chn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,can,24_01_26,2,,,,,,,,,,,,,,,,,,,,
can,t,24_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,t,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p59,pair,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p59,ilha,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p59,nipa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p59,jdv,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p59,aze,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p59,arm,24_01_26,1,,,,,,,,,,,,,,,,,,,,
ilha,pair,24_01_26,1,,,,,,,,,,,,,,,,,,,,
nipa,pair,24_01_26,1,,,,,,,,,,,,,,,,,,,,
aze,pair,24_01_26,1,,,,,,,,,,,,,,,,,,,,
arm,pair,24_01_26,1,,,,,,,,,,,,,,,,,,,,
jdv,aze,24_01_26,1,,,,,,,,,,,,,,,,,,,,
jdv,arm,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p60,emerg,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p60,fema,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p60,usa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p60,trad,24_01_26,1,,,,,,,,,,,,,,,,,,,,
fema,emerg,24_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,emerg,24_01_26,1,,,,,,,,,,,,,,,,,,,,
trad,emerg,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p61,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p61,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p61,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p61,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p61,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p61,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p61,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p61,mij,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p61,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p61,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mij,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p62,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p62,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p62,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p62,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p62,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p62,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p62,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p62,stsc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p63,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p63,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p63,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p63,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p63,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p63,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p63,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p63,toem,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p63,minn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p63,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,minn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p64,af,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p64,endor,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p64,ta,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p64,ep,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p64,le,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p64,cr,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p64,sec,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p64,mifi,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p64,minn,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p64,ushor,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,endor,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,af,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,ta,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,ep,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,le,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,cr,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,sec,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,minn,24_01_26,1,,,,,,,,,,,,,,,,,,,,
mifi,ushor,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p65,ic,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p65,gm,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p65,busuv,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p65,chn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p65,usa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
gm,chn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
gm,usa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
busuv,chn,24_01_26,2,,,,,,,,,,,,,,,,,,,,
busuv,usa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p66,ic,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p66,usa,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p66,uk,24_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,uk,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p67,suc,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p67,o,24_01_26,3,,,,,,,,,,,,,,,,,,,,
p67,ut,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p67,r,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p67,magasup,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p67,judg,24_01_26,2,,,,,,,,,,,,,,,,,,,,
p67,ufrg,24_01_26,1,,,,,,,,,,,,,,,,,,,,
p67,leac,24_01_26,2,,,,,,,,,,,,,,,,,,,,
r,suc,24_01_26,1,,,,,,,,,,,,,,,,,,,,
magasup,suc,24_01_26,1,,,,,,,,,,,,,,,,,,,,
judg,o,24_01_26,2,,,,,,,,,,,,,,,,,,,,
ut,r,24_01_26,1,,,,,,,,,,,,,,,,,,,,
ufrg,ut,24_01_26,1,,,,,,,,,,,,,,,,,,,,
leac,o,,,,,,,,,,,,,,,,,,,,,,
p68,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p68,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p68,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p68,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p68,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p68,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p68,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p68,mijo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p68,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p68,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mijo,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p69,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p69,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p69,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p69,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p69,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p69,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p69,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p69,stsc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p69,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p69,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
stsc,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p70,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p70,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p70,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p70,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p70,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p70,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p70,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p70,toem,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p70,minn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p70,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,minn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
toem,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p71,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p71,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p71,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p71,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p71,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p71,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p71,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p71,jasm,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p71,mo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p71,hwc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,mo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jasm,hwc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p72,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p72,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p72,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p72,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p72,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p72,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p72,mifl,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p72,ne,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p72,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,ne,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mifl,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p73,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p73,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p73,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p73,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p73,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p73,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p73,nila,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p73,ny,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p73,nyrsc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p73,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,ny,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,nyrsc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nila,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p74,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p74,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p74,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p74,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p74,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p74,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p74,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p74,frhi,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p74,ar,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p74,hfsc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p74,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,ar,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,hfsc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
frhi,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p75,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p75,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p75,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p75,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p75,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p75,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p75,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p75,brgu,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p75,ky,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p75,hecc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p75,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,ky,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,hecc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brgu,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p76,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p76,brja,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p76,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p76,whpd,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p76,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
brja,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p77,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p77,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p77,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p77,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p77,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p77,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p77,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p77,jaob,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p77,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p77,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jaob,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p78,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,ma,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p78,rimc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p78,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p78,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,ma,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rimc,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p79,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p79,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p79,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p79,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p79,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p79,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p79,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p79,auss,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p79,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p79,hac,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p79,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
