from,to,date,rating,,,,,,,,,,,,,,,,,,,,
p137,grl,19_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,pair,19_01_26,1,,,,,,,,,,,,,,,,,,,,
dnk,pair,19_01_26,2,,,,,,,,,,,,,,,,,,,,
rus,pair,19_01_26,2,,,,,,,,,,,,,,,,,,,,
grl,pair,19_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,dnk,19_01_26,2,,,,,,,,,,,,,,,,,,,,
rus,grl,19_01_26,2,,,,,,,,,,,,,,,,,,,,
dnk,rus,19_01_26,2,,,,,,,,,,,,,,,,,,,,
dnk,grl,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p138,cor,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p138,io,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p138,som,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p138,minn,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p138,usa,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p138,soma,19_01_26,2,,,,,,,,,,,,,,,,,,,,
cor,io,19_01_26,2,,,,,,,,,,,,,,,,,,,,
io,som,19_01_26,2,,,,,,,,,,,,,,,,,,,,
io,usa,19_01_26,2,,,,,,,,,,,,,,,,,,,,
som,minn,19_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,soma,19_01_26,2,,,,,,,,,,,,,,,,,,,,
io,soma,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p139,boo,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p139,pesc,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p139,usa,19_01_26,2,,,,,,,,,,,,,,,,,,,,
boo,pesc,19_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pesc,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p140,ice,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p140,bp,19_01_26,1,,,,,,,,,,,,,,,,,,,,
ice,bp,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p141,endor,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p141,dabo,19_01_26,1,,,,,,,,,,,,,,,,,,,,
endor,dabo,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p142,ice,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p142,cr,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p142,mu,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p142,io,18_01_26,2,,,,,,,,,,,,,,,,,,,,
p142,minn,18_01_26,2,,,,,,,,,,,,,,,,,,,,
p142,dr,18_01_26,2,,,,,,,,,,,,,,,,,,,,
p142,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,ice,18_01_26,1,,,,,,,,,,,,,,,,,,,,
cr,ice,18_01_26,1,,,,,,,,,,,,,,,,,,,,
minn,ice,18_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,dr,18_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,io,18_01_26,2,,,,,,,,,,,,,,,,,,,,
p143,endor,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p143,dil,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p143,tisc,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p143,latr,18_01_26,1,,,,,,,,,,,,,,,,,,,,
endor,tisc,18_01_26,1,,,,,,,,,,,,,,,,,,,,
endor,latr,18_01_26,1,,,,,,,,,,,,,,,,,,,,
dil,latr,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p144,ice,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p144,cr,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p144,obp,18_01_26,2,,,,,,,,,,,,,,,,,,,,
p144,jb,18_01_26,2,,,,,,,,,,,,,,,,,,,,
p144,minn,18_01_26,2,,,,,,,,,,,,,,,,,,,,
obp,jb,18_01_26,2,,,,,,,,,,,,,,,,,,,,
obp,cr,18_01_26,2,,,,,,,,,,,,,,,,,,,,
cr,minn,18_01_26,2,,,,,,,,,,,,,,,,,,,,
cr,ice,18_01_26,1,,,,,,,,,,,,,,,,,,,,
minn,ice,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p145,endor,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p145,jifa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
endor,jifa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p146,t,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p146,pair,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p146,nas,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p146,dnk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,eu,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,chn,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,rus,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,grl,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p146,usa,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p146,nor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,swe,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,fra,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,ger,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,uk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,nld,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,fin,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p146,can,17_01_26,1,,,,,,,,,,,,,,,,,,,,
t,dnk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,nor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,swe,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,fra,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,ger,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,uk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,nld,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,fin,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,dnk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,eu,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,nor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,swe,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,fra,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,ger,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,uk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,nld,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,fin,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,grl,17_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,usa,17_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,usa,17_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,grl,17_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,chn,17_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,rus,17_01_26,2,,,,,,,,,,,,,,,,,,,,
dnk,grl,17_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,grl,17_01_26,2,,,,,,,,,,,,,,,,,,,,
rus,grl,17_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,grl,17_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,chn,17_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,rus,17_01_26,2,,,,,,,,,,,,,,,,,,,,
dnk,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
eu,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
nor,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
swe,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
fra,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
ger,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
uk,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
nld,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
fin,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,can,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p147,pair,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p147,damc,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p147,robr,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p147,usa,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p147,ind,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p147,r,17_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,damc,17_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,robr,17_01_26,2,,,,,,,,,,,,,,,,,,,,
damc,robr,17_01_26,2,,,,,,,,,,,,,,,,,,,,
robr,r,17_01_26,2,,,,,,,,,,,,,,,,,,,,
robr,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
robr,ind,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p148,endor,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,af,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,eco,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,ta,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,ep,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,sec,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,le,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,nas,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p148,jlet,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p148,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p148,loui,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p148,cr,18_01_26,3,,,,,,,,,,,,,,,,,,,,
endor,jlet,18_01_26,1,,,,,,,,,,,,,,,,,,,,
loui,jlet,18_01_26,1,,,,,,,,,,,,,,,,,,,,
af,jlet,18_01_26,1,,,,,,,,,,,,,,,,,,,,
eco,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ta,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ep,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
sec,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
le,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
jlet,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
jlet,eco,18_01_26,1,,,,,,,,,,,,,,,,,,,,
jlet,ta,18_01_26,1,,,,,,,,,,,,,,,,,,,,
jlet,ep,18_01_26,1,,,,,,,,,,,,,,,,,,,,
jlet,le,18_01_26,1,,,,,,,,,,,,,,,,,,,,
jlet,cr,18_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,le,18_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,cr,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p149,endor,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,af,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,eco,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,ta,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,ep,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,sec,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,le,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,nas,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,cr,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p149,bmoo,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p149,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p149,al,18_01_26,1,,,,,,,,,,,,,,,,,,,,
endor,bmoo,18_01_26,1,,,,,,,,,,,,,,,,,,,,
af,bmoo,18_01_26,1,,,,,,,,,,,,,,,,,,,,
eco,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ta,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ep,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
sec,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
le,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
bmoo,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
cr,usa,18_01_26,1,,,,,,,,,,,,,,,,,,,,
al,bmoo,18_01_26,1,,,,,,,,,,,,,,,,,,,,
eco,bmoo,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ta,bmoo,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ep,bmoo,18_01_26,1,,,,,,,,,,,,,,,,,,,,
le,bmoo,18_01_26,,,,,,,,,,,,,,,,,,,,,
cr,bmoo,18_01_26,,,,,,,,,,,,,,,,,,,,,
p150,ma,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p150,tva,18_01_26,3,,,,,,,,,,,,,,,,,,,,
p150,army,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p150,navy,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ma,army,18_01_26,1,,,,,,,,,,,,,,,,,,,,
ma,navy,18_01_26,1,,,,,,,,,,,,,,,,,,,,
army,navy,18_01_26,1,,,,,,,,,,,,,,,,,,,,
tva,army,18_01_26,1,,,,,,,,,,,,,,,,,,,,
tva,navy,18_01_26,1,,,,,,,,,,,,,,,,,,,,
p151,o,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p151,jb,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p151,d,17_01_26,2,,,,,,,,,,,,,,,,,,,,
o,jb,17_01_26,2,,,,,,,,,,,,,,,,,,,,
o,d,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,t,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p152,pair,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p152,nas,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p152,grl,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,dnk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,eu,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,chn,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,rus,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,nor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,swe,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,fra,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,ger,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,uk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,nld,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,fin,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p152,can,17_01_26,1,,,,,,,,,,,,,,,,,,,,
t,dnk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,nor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,swe,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,fra,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,ger,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,uk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,nld,17_01_26,2,,,,,,,,,,,,,,,,,,,,
t,fin,17_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,grl,17_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,dnk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,eu,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,chn,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,rus,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,nor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,swe,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,fra,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,ger,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,uk,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,nld,17_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,fin,17_01_26,2,,,,,,,,,,,,,,,,,,,,
dnk,grl,17_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,grl,17_01_26,2,,,,,,,,,,,,,,,,,,,,
rus,grl,17_01_26,2,,,,,,,,,,,,,,,,,,,,
dnk,eu,17_01_26,1,,,,,,,,,,,,,,,,,,,,
nor,eu,17_01_26,1,,,,,,,,,,,,,,,,,,,,
swe,eu,17_01_26,1,,,,,,,,,,,,,,,,,,,,
fra,eu,17_01_26,1,,,,,,,,,,,,,,,,,,,,
ger,eu,17_01_26,1,,,,,,,,,,,,,,,,,,,,
nld,eu,17_01_26,1,,,,,,,,,,,,,,,,,,,,
fin,eu,17_01_26,1,,,,,,,,,,,,,,,,,,,,
uk,eu,17_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,rus,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p153,fk,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p153,wsj,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p153,jadi,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p153,jpm,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p153,sb,17_01_26,1,,,,,,,,,,,,,,,,,,,,
fk,wsj,17_01_26,2,,,,,,,,,,,,,,,,,,,,
jadi,jpm,17_01_26,1,,,,,,,,,,,,,,,,,,,,
wsj,jpm,17_01_26,1,,,,,,,,,,,,,,,,,,,,
jadi,sb,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p154,fk,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p154,mor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p154,cnn,17_01_26,2,,,,,,,,,,,,,,,,,,,,
fk,cnn,17_01_26,2,,,,,,,,,,,,,,,,,,,,
cnn,mor,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p155,le,17_01_26,3,,,,,,,,,,,,,,,,,,,,
p155,usa,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p155,d,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p155,ny,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p155,nyc,17_01_26,1,,,,,,,,,,,,,,,,,,,,
p155,judg,17_01_26,1,,,,,,,,,,,,,,,,,,,,
le,d,17_01_26,2,,,,,,,,,,,,,,,,,,,,
d,usa,17_01_26,2,,,,,,,,,,,,,,,,,,,,
le,usa,17_01_26,1,,,,,,,,,,,,,,,,,,,,
le,judg,17_01_26,1,,,,,,,,,,,,,,,,,,,,
le,nyc,17_01_26,1,,,,,,,,,,,,,,,,,,,,
nyc,judg,17_01_26,1,,,,,,,,,,,,,,,,,,,,
d,nyc,17_01_26,2,,,,,,,,,,,,,,,,,,,,
d,judg,17_01_26,2,,,,,,,,,,,,,,,,,,,,
nyc,ny,17_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nyc,17_01_26,1,,,,,,,,,,,,,,,,,,,,
d,ny,17_01_26,2,,,,,,,,,,,,,,,,,,,,
p156,pair,16_01_26,3,,,,,,,,,,,,,,,,,,,,
p156,irn,16_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,irn,16_01_26,1,,,,,,,,,,,,,,,,,,,,
p157,nas,16_01_26,3,,,,,,,,,,,,,,,,,,,,
p157,jacfre,16_01_26,2,,,,,,,,,,,,,,,,,,,,
p157,walz,16_01_26,2,,,,,,,,,,,,,,,,,,,,
p157,minn,16_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,minn,16_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,jacfre,16_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,walz,16_01_26,2,,,,,,,,,,,,,,,,,,,,
walz,jacfre,16_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,walz,16_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,jacfre,16_01_26,2,,,,,,,,,,,,,,,,,,,,
p158,heca,16_01_26,3,,,,,,,,,,,,,,,,,,,,
p158,usa,16_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,heca,16_01_26,1,,,,,,,,,,,,,,,,,,,,
p159,asw,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p159,d,01_01_26,2,,,,,,,,,,,,,,,,,,,,
p159,maga,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p159,boo,01_01_26,1,,,,,,,,,,,,,,,,,,,,
asw,boo,01_01_26,1,,,,,,,,,,,,,,,,,,,,
boo,maga,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p160,adc,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p160,fn,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p160,trad,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p160,jb,01_01_26,2,,,,,,,,,,,,,,,,,,,,
p160,usa,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p160,cr,01_01_26,3,,,,,,,,,,,,,,,,,,,,
p160,ice,01_01_26,3,,,,,,,,,,,,,,,,,,,,
adc,fn,01_01_26,1,,,,,,,,,,,,,,,,,,,,
trad,usa,01_01_26,1,,,,,,,,,,,,,,,,,,,,
jb,usa,01_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,ice,01_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,cr,01_01_26,2,,,,,,,,,,,,,,,,,,,,
trad,ice,01_01_26,1,,,,,,,,,,,,,,,,,,,,
trad,cr,01_01_26,1,,,,,,,,,,,,,,,,,,,,
p161,irn,02_01_26,2,,,,,,,,,,,,,,,,,,,,
p161,irng,02_01_26,2,,,,,,,,,,,,,,,,,,,,
p161,usa,02_01_26,1,,,,,,,,,,,,,,,,,,,,
p161,pr,02_01_26,1,,,,,,,,,,,,,,,,,,,,
irn,irng,02_01_26,3,,,,,,,,,,,,,,,,,,,,
irn,pr,02_01_26,2,,,,,,,,,,,,,,,,,,,,
irng,pr,02_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,pr,02_01_26,1,,,,,,,,,,,,,,,,,,,,
p162,wh,02_01_26,1,,,,,,,,,,,,,,,,,,,,
p162,ce,02_01_26,3,,,,,,,,,,,,,,,,,,,,
wh,ce,02_01_26,1,,,,,,,,,,,,,,,,,,,,
p163,anti,02_01_26,2,,,,,,,,,,,,,,,,,,,,
p163,ucb,02_01_26,2,,,,,,,,,,,,,,,,,,,,
p163,fn,02_01_26,1,,,,,,,,,,,,,,,,,,,,
anti,ucb,02_01_26,3,,,,,,,,,,,,,,,,,,,,
anti,fn,02_01_26,3,,,,,,,,,,,,,,,,,,,,
ucb,fn,02_01_26,3,,,,,,,,,,,,,,,,,,,,
p164,gec,02_01_26,2,,,,,,,,,,,,,,,,,,,,
p164,fn,02_01_26,1,,,,,,,,,,,,,,,,,,,,
p164,wt,02_01_26,3,,,,,,,,,,,,,,,,,,,,
p164,be,02_01_26,3,,,,,,,,,,,,,,,,,,,,
p164,cc,02_01_26,3,,,,,,,,,,,,,,,,,,,,
gec,wt,02_01_26,1,,,,,,,,,,,,,,,,,,,,
gec,be,02_01_26,2,,,,,,,,,,,,,,,,,,,,
gec,cc,02_01_26,3,,,,,,,,,,,,,,,,,,,,
fn,gec,02_01_26,1,,,,,,,,,,,,,,,,,,,,
wt,be,02_01_26,3,,,,,,,,,,,,,,,,,,,,
p165,usa,02_01_26,3,,,,,,,,,,,,,,,,,,,,
p165,t,02_01_26,3,,,,,,,,,,,,,,,,,,,,
p165,nas,02_01_26,3,,,,,,,,,,,,,,,,,,,,
t,usa,02_01_26,1,,,,,,,,,,,,,,,,,,,,
t,nas,02_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nas,02_01_26,3,,,,,,,,,,,,,,,,,,,,
p166,usa,03_01_26,1,,,,,,,,,,,,,,,,,,,,
p166,vene,03_01_26,2,,,,,,,,,,,,,,,,,,,,
p166,nm,03_01_26,2,,,,,,,,,,,,,,,,,,,,
p166,wfe,03_01_26,2,,,,,,,,,,,,,,,,,,,,
p166,le,03_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,vene,03_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nm,03_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,wfe,03_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,le,03_01_26,1,,,,,,,,,,,,,,,,,,,,
vene,nm,03_01_26,3,,,,,,,,,,,,,,,,,,,,
vene,wfe,03_01_26,3,,,,,,,,,,,,,,,,,,,,
nm,wfe,03_01_26,3,,,,,,,,,,,,,,,,,,,,
p167,bo,03_01_26,3,,,,,,,,,,,,,,,,,,,,
p167,irn,03_01_26,3,,,,,,,,,,,,,,,,,,,,
bo,irn,03_01_26,2,,,,,,,,,,,,,,,,,,,,
p168,vene,03_01_26,3,,,,,,,,,,,,,,,,,,,,
p168,dws,03_01_26,3,,,,,,,,,,,,,,,,,,,,
dws,vene,03_01_26,1,,,,,,,,,,,,,,,,,,,,
p169,usa,03_01_26,1,,,,,,,,,,,,,,,,,,,,
p169,scot,03_01_26,1,,,,,,,,,,,,,,,,,,,,
p169,fk,03_01_26,2,,,,,,,,,,,,,,,,,,,,
p169,t,03_01_26,3,,,,,,,,,,,,,,,,,,,,
p169,nas,03_01_26,3,,,,,,,,,,,,,,,,,,,,
t,usa,03_01_26,1,,,,,,,,,,,,,,,,,,,,
t,nas,03_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nas,03_01_26,1,,,,,,,,,,,,,,,,,,,,
scot,t,03_01_26,3,,,,,,,,,,,,,,,,,,,,
fk,t,03_01_26,2,,,,,,,,,,,,,,,,,,,,
fk,usa,03_01_26,2,,,,,,,,,,,,,,,,,,,,
p170,tm,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p170,eg,05_01_26,1,,,,,,,,,,,,,,,,,,,,
p170,maga,05_01_26,1,,,,,,,,,,,,,,,,,,,,
p170,d,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p170,isr,05_01_26,1,,,,,,,,,,,,,,,,,,,,
p170,vene,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p170,nm,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p170,cf,05_01_26,3,,,,,,,,,,,,,,,,,,,,
p170,sec,05_01_26,3,,,,,,,,,,,,,,,,,,,,
p170,ta,05_01_26,3,,,,,,,,,,,,,,,,,,,,
eg,tm,05_01_26,2,,,,,,,,,,,,,,,,,,,,
tm,d,05_01_26,1,,,,,,,,,,,,,,,,,,,,
eg,maga,05_01_26,1,,,,,,,,,,,,,,,,,,,,
eg,isr,05_01_26,1,,,,,,,,,,,,,,,,,,,,
eg,vene,05_01_26,1,,,,,,,,,,,,,,,,,,,,
vene,nm,05_01_26,3,,,,,,,,,,,,,,,,,,,,
cf,maga,05_01_26,1,,,,,,,,,,,,,,,,,,,,
ta,eg,05_01_26,1,,,,,,,,,,,,,,,,,,,,
sec,eg,05_01_26,1,,,,,,,,,,,,,,,,,,,,
p171,pw,05_01_26,1,,,,,,,,,,,,,,,,,,,,
p171,ty,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p171,me,05_01_26,3,,,,,,,,,,,,,,,,,,,,
ty,c,05_01_26,2,,,,,,,,,,,,,,,,,,,,
ty,pw,05_01_26,2,,,,,,,,,,,,,,,,,,,,
me,c,05_01_26,3,,,,,,,,,,,,,,,,,,,,
me,pw,05_01_26,3,,,,,,,,,,,,,,,,,,,,
vac,c,05_01_26,,,,,,,,,,,,,,,,,,,,,
p172,walz,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p172,io,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p172,gn,05_01_26,2,,,,,,,,,,,,,,,,,,,,
p172,jbp,05_01_26,2,,,,,,,,,,,,,,,,,,,,
