from,to,date,rating,
jc,doj,26_09_25,2,
,,,,
p128,kn,27_09_25,1,
p128,ph,27_09_25,1,
p128,ice,27_09_25,1,
p128,usm,27_09_25,1,
p128,anti,27_09_25,2,
p128,por,27_09_25,3,
p128,ns,27_09_25,3,
p128,le,27_09_25,3,
p128,mil,27_09_25,3,
p128,dt,27_09_25,3,
kn,ph,27_09_25,1,
ph,usm,27_09_25,1,
usm,ice,27_09_25,1,
anti,ice,27_09_25,2,
anti,usm,27_09_25,2,
anti,por,27_09_25,2,
,,,,
p129,fbi,27_09_25,2,
p129,cw,27_09_25,2,
p129,jc,27_09_25,2,
p129,pat,27_09_25,1,
p129,pol,27_09_25,2,
p129,le,27_09_25,3,
p129,polab,27_09_25,3,
p129,acct,27_09_25,3,
cw,fbi,27_09_25,2,
jc,fbi,27_09_25,2,
fbi,pat,27_09_25,2,
pol,fbi,27_09_25,2,
,,,,
,,,,
p130,cw,27_09_25,2,
p130,ccr,27_09_25,2,
p130,pers,27_09_25,3,
p130,appoint,27_09_25,3,
p130,polconf,27_09_25,3,
ccr,cw,27_09_25,2,
,,,,
p131,dm,27_09_25,1,
p131,boo,27_09_25,3,
dm,boo,27_09_25,1,
,,,,
p132,kc,28_09_25,1,
p132,qc,28_09_25,1,
p132,rfam,28_09_25,1,
p132,pair,28_09_25,3,
kc,pair,28_09_25,1,
qc,pair,28_09_25,1,
rfam,pair,28_09_25,1,
kc,qc,28_09_25,1,
kc,rfam,28_09_25,1,
qc,rfam,28_09_25,1,
,,,,
p133,fbi,28_09_25,1,
p133,tan,28_09_25,1,
p133,tp,28_09_25,3,
p133,cm,28_09_25,3,
fbi,cm,28_09_25,1,
tan,cm,28_09_25,1,
tp,cm,28_09_25,3,
fbi,tan,28_09_25,1,
fbi,tp,28_09_25,3,
tan,tp,28_09_25,3,
,,,,
p134,rmn,28_09_25,1,
p134,wnel,28_09_25,1,
p134,cjcls,28_09_25,1,
p134,hist,28_09_25,3,
rmn,wnel,28_09_25,1,
rmn,cjcls,28_09_25,1,
wnel,cjcls,28_09_25,1,
rmn,hist,28_09_25,1,
wnel,hist,28_09_25,1,
cjcls,hist,28_09_25,1,
,,,,
p135,whiho,28_09_25,1,
p135,aogo,28_09_25,3,
whiho,aogo,28_09_25,1,
,,,,
p136,nfl,28_09_25,2,
p136,fball,28_09_25,3,
nfl,fball,28_09_25,2,
,,,,
p137,zm,29_09_25,2,
p137,rep,29_09_25,1,
p137,cny,29_09_25,2,
p137,pa,29_09_25,3,
zm,pa,29_09_25,2,
rep,pa,29_09_25,1,
cny,pa,29_09_25,2,
zm,rep,29_09_25,2,
zm,cny,29_09_25,2,
rep,cny,29_09_25,1,
,,,,
p138,us,29_09_25,1,
p138,cali,29_09_25,2,
p138,t,29_09_25,3,
us,t,29_09_25,1,
cali,t,29_09_25,2,
us,cali,29_09_25,1,
,,,,
p139,noca,29_09_25,1,
p139,us,29_09_25,1,
p139,t,29_09_25,3,
noca,t,29_09_25,1,
us,t,29_09_25,1,
noca,us,29_09_25,1,
,,,,
p140,nguar,01_10_25,1,
p140,ore,01_10_25,3,
p140,lae,01_10_25,1,
p140,anti,01_10_25,2,
p140,demo,01_10_25,2,
p140,cm,01_10_25,3,
nguar,cm,01_10_25,1,
lae,cm,01_10_25,1,
anti,cm,01_10_25,2,
demo,cm,01_10_25,2,
nguar,lae,01_10_25,1,
nguar,anti,01_10_25,2,
nguar,demo,01_10_25,2,
lae,anti,01_10_25,2,
lae,demo,01_10_25,2,
anti,demo,01_10_25,2,
nguar,ore,01_10_25,1,
lae,ore,01_10_25,1,
anti,ore,01_10_25,2,
demo,ore,01_10_25,2,
,,,,
p141,ore,01_10_25,2,
p141,pat,01_10_25,1,
p141,cm,01_10_25,3,
ore,cm,01_10_25,2,
pat,cm,01_10_25,1,
ore,pat,01_10_25,2,
,,,,
p142,afarm,01_10_25,1,
p142,us,01_10_25,1,
p142,chi,01_10_25,2,
p142,t,01_10_25,3,
afarm,t,01_10_25,1,
us,t,01_10_25,1,
chi,t,01_10_25,2,
afarm,us,01_10_25,1,
afarm,chi,01_10_25,2,
us,chi,01_10_25,2,
,,,,
p143,jp,01_10_25,2,
p143,pa,01_10_25,3,
jp,pa,01_10_25,2,
,,,,
p144,mw,01_10_25,2,
p144,illali,01_10_25,2,
p144,atp,01_10_25,1,
p144,health,01_10_25,3,
mw,health,01_10_25,2,
illali,health,01_10_25,2,
atp,health,01_10_25,1,
mw,illali,01_10_25,2,
mw,atp,01_10_25,2,
illali,atp,01_10_25,2,
,,,,
p145,rep,01_10_25,1,
p145,demo,01_10_25,2,
p145,sc,01_10_25,3,
rep,sc,01_10_25,1,
demo,sc,01_10_25,2,
rep,demo,01_10_25,2,
,,,,
p146,demo,02_10_25,2,
p146,illali,02_10_25,2,
p146,atp,02_10_25,1,
p146,health,02_10_25,3,
p146,cm,02_10_25,3,
demo,health,02_10_25,2,
illali,health,02_10_25,2,
atp,health,02_10_25,1,
demo,cm,02_10_25,2,
illali,cm,02_10_25,2,
atp,cm,02_10_25,1,
demo,illali,02_10_25,2,
demo,atp,02_10_25,2,
illali,atp,02_10_25,2,
,,,,
p147,rv,02_10_25,1,
p147,demo,02_10_25,2,
p147,sc,02_10_25,3,
rv,sc,02_10_25,1,
rlde,sc,02_10_25,1,
demo,sc,02_10_25,2,
rv,demo,02_10_25,2,
,,,,
p148,rep,02_10_25,1,
p148,demo,02_10_25,2,
p148,zm,02_10_25,2,
p148,pa,02_10_25,3,
rep,pa,02_10_25,1,
demo,pa,02_10_25,2,
zm,pa,02_10_25,2,
rep,demo,02_10_25,2,
rep,zm,02_10_25,1,
demo,zm,02_10_25,2,
,,,,
p149,hama,03_10_25,2,
p149,isra,03_10_25,1,
p149,us,03_10_25,1,
p149,host,03_10_25,1,
p149,war,03_10_25,3,
hama,war,03_10_25,2,
isra,war,03_10_25,1,
us,war,03_10_25,1,
host,war,03_10_25,1,
hama,isra,03_10_25,2,
hama,us,03_10_25,2,
,,,,
p150,idah,03_10_25,1,
p150,jrisch,03_10_25,1,
p150,vet,03_10_25,1,
p150,fam,03_10_25,3,
idah,fam,03_10_25,1,
jrisch,fam,03_10_25,1,
vet,fam,03_10_25,1,
idah,jrisch,03_10_25,1,
idah,vet,03_10_25,1,
jrisch,vet,03_10_25,1,
,,,,
p151,cny,03_10_25,1,
p151,ny,03_10_25,1,
p151,hs,03_10_25,1,
p151,ct,03_10_25,1,
p151,nas,03_10_25,3,
cny,nas,03_10_25,1,
ny,nas,03_10_25,1,
hs,nas,03_10_25,1,
ct,nas,03_10_25,1,
cny,ny,03_10_25,1,
cny,hs,03_10_25,1,
cny,ct,03_10_25,1,
ny,hs,03_10_25,1,
ny,ct,03_10_25,1,
hs,ct,03_10_25,1,
,,,,
p152,vene,03_10_25,2,
p152,us,03_10_25,1,
p152,dtc,03_10_25,2,
p152,cm,03_10_25,3,
vene,cm,03_10_25,2,
us,cm,03_10_25,1,
dtc,cm,03_10_25,2,
vene,us,03_10_25,2,
vene,dtc,03_10_25,2,
us,dtc,03_10_25,1,
,,,,
p153,mve,03_10_25,1,
p153,jjordan,03_10_25,1,
p153,uc,03_10_25,1,
p153,rep,03_10_25,1,
p153,vet,03_10_25,1,
p153,aogo,03_10_25,3,
mve,aogo,03_10_25,1,
jjordan,aogo,03_10_25,1,
uc,aogo,03_10_25,1,
rep,aogo,03_10_25,1,
vet,aogo,03_10_25,1,
mve,jjordan,03_10_25,1,
mve,uc,03_10_25,1,
mve,rep,03_10_25,1,
mve,vet,03_10_25,1,
jjordan,uc,03_10_25,1,
jjordan,rep,03_10_25,1,
jjordan,vet,03_10_25,1,
uc,rep,03_10_25,1,
uc,vet,03_10_25,1,
rep,vet,03_10_25,1,
,,,,
p154,hama,03_10_25,1,
p154,isra,03_10_25,1,
p154,host,03_10_25,1,
p154,us,03_10_25,1,
p154,war,03_10_25,3,
hama,war,03_10_25,1,
isra,war,03_10_25,1,
us,war,03_10_25,1,
host,war,03_10_25,1,
hama,isra,03_10_25,1,
hama,us,03_10_25,1,
isra,us,03_10_25,1,
hama,host,03_10_25,1,
isra,host,03_10_25,1,
us,host,03_10_25,1,
,,,,
p155,ussn,03_10_25,1,
p155,phe,03_10_25,1,
p155,jp,03_10_25,1,
p155,cs,03_10_25,2,
p155,hjeff,03_10_25,2,
p155,demo,03_10_25,2,
p155,umf,03_10_25,1,
p155,vir,03_10_25,1,
p155,us,03_10_25,1,
p155,mil,03_10_25,3,
ussn,mil,03_10_25,1,
phe,mil,03_10_25,1,
jp,mil,03_10_25,1,
umf,mil,03_10_25,1,
cs,mil,03_10_25,2,
hjeff,mil,03_10_25,2,
demo,mil,03_10_25,2,
phe,ussn,03_10_25,1,
jp,ussn,03_10_25,1,
umf,ussn,03_10_25,1,
cs,ussn,03_10_25,2,
hjeff,ussn,03_10_25,2,
demo,ussn,03_10_25,2,
phe,umf,03_10_25,1,
jp,umf,03_10_25,1,
cs,umf,03_10_25,2,
hjeff,umf,03_10_25,2,
demo,umf,03_10_25,2,
,,,,
p155,ussn,03_10_25,1,
p155,ph,03_10_25,1,
p155,jp,03_10_25,1,
p155,cs,03_10_25,2,
p155,hjeff,03_10_25,2,
p155,demo,03_10_25,2,
p155,umf,03_10_25,1,
p155,vir,03_10_25,1,
p155,us,03_10_25,1,
p155,mil,03_10_25,3,
ussn,mil,03_10_25,1,
ph,mil,03_10_25,1,
jp,mil,03_10_25,1,
umf,mil,03_10_25,1,
cs,mil,03_10_25,2,
hjeff,mil,03_10_25,2,
demo,mil,03_10_25,2,
ph,ussn,03_10_25,1,
jp,ussn,03_10_25,1,
umf,ussn,03_10_25,1,
cs,ussn,03_10_25,2,
hjeff,ussn,03_10_25,2,
demo,ussn,03_10_25,2,
ph,umf,03_10_25,1,
jp,umf,03_10_25,1,
cs,umf,03_10_25,2,
hjeff,umf,03_10_25,2,
demo,umf,03_10_25,2,
,,,,
p156,ice,03_10_25,1,
p156,lae,03_10_25,1,
p156,umf,03_10_25,1,
p156,nas,03_10_25,3,
ice,nas,03_10_25,1,
lae,nas,03_10_25,1,
umf,nas,03_10_25,1,
ice,lae,03_10_25,1,
ice,umf,03_10_25,1,
lae,umf,03_10_25,1,
,,,,
p157,isra,04_10_25,1,
p157,hama,04_10_25,1,
p157,host,04_10_25,1,
p157,us,04_10_25,1,
p157,war,04_10_25,3,
isra,war,04_10_25,1,
hama,war,04_10_25,1,
us,war,04_10_25,1,
host,war,04_10_25,1,
isra,hama,04_10_25,1,
isra,host,04_10_25,1,
isra,us,04_10_25,1,
hama,host,04_10_25,1,
hama,us,04_10_25,1,
host,us,04_10_25,1,
,,,,
p158,lj,04_10_25,2,
p158,kh,04_10_25,2,
p158,nystate,04_10_25,2,
p158,corp,04_10_25,1,
p158,txex,04_10_25,1,
p158,demo,04_10_25,2,
p158,cor,04_10_25,3,
lj,cor,04_10_25,2,
kh,cor,04_10_25,2,
nystate,cor,04_10_25,2,
corp,cor,04_10_25,1,
txex,cor,04_10_25,1,
demo,cor,04_10_25,2,
lj,kh,04_10_25,2,
lj,nystate,04_10_25,2,
kh,nystate,04_10_25,2,
corp,txex,04_10_25,1,
,,,,
p159,isra,04_10_25,1,
p159,hama,04_10_25,1,
p159,host,04_10_25,1,
p159,pr,04_10_25,1,
p159,us,04_10_25,1,
p159,war,04_10_25,3,
isra,war,04_10_25,1,
hama,war,04_10_25,1,
us,war,04_10_25,1,
host,war,04_10_25,1,
pr,war,04_10_25,1,
isra,hama,04_10_25,1,
isra,host,04_10_25,1,
isra,pr,04_10_25,1,
isra,us,04_10_25,1,
hama,host,04_10_25,1,
hama,pr,04_10_25,1,
hama,us,04_10_25,1,
host,pr,04_10_25,1,
host,us,04_10_25,1,
pr,us,04_10_25,1,
,,,,
p160,u,04_10_25,1,
p160,goog,04_10_25,2,
p160,rep,04_10_25,1,
p160,mc,04_10_25,3,
u,mc,04_10_25,1,
goog,mc,04_10_25,2,
rep,mc,04_10_25,1,
u,goog,04_10_25,1,
u,rep,04_10_25,1,
goog,rep,04_10_25,2,
,,,,
p161,umf,05_10_25,1,
p161,us,05_10_25,1,
p161,mil,05_10_25,3,
umf,mil,05_10_25,1,
us,mil,05_10_25,1,
umf,us,05_10_25,1,
,,,,
p162,jj,05_10_25,2,
p162,jm,05_10_25,1,
p162,as,05_10_25,2,
p162,va,05_10_25,3,
p162,rep,05_10_25,3,
p162,demo,05_10_25,3,
p162,pa,05_10_25,3,
p162,cm,05_10_25,3,
jj,rep,05_10_25,2,
jj,pa,05_10_25,2,
jj,cm,05_10_25,2,
jm,rep,05_10_25,1,
jm,pa,05_10_25,1,
as,demo,05_10_25,2,
as,pa,05_10_25,2,
demo,rep,05_10_25,2,
,,,,
p163,fn,05_10_25,2,
p163,pd,05_10_25,2,
p163,mkel,05_10_25,2,
p163,demo,05_10_25,2,
p163,rep,05_10_25,1,
p163,mc,05_10_25,3,
p163,me,05_10_25,3,
fn,pd,05_10_25,2,
fn,mkel,05_10_25,2,
fn,demo,05_10_25,2,
pd,mkel,05_10_25,2,
pd,demo,05_10_25,2,
mkel,demo,05_10_25,2,
rep,fn,05_10_25,2,
rep,mc,05_10_25,2,
demo,mc,05_10_25,1,
,,,,
p164,hama,05_10_25,1,
p164,host,05_10_25,1,
p164,isra,05_10_25,3,
p164,gaza,05_10_25,3,
p164,count,05_10_25,1,
p164,egy,05_10_25,1,
p164,war,05_10_25,3,
p164,pair,05_10_25,3,
p164,hist,05_10_25,3,
hama,host,05_10_25,1,
hama,isra,05_10_25,3,
hama,war,05_10_25,3,
isra,host,05_10_25,1,
isra,war,05_10_25,3,
count,hama,05_10_25,1,
count,isra,05_10_25,1,
egy,hama,05_10_25,1,
egy,isra,05_10_25,1,
egy,pair,05_10_25,1,
,,,,
p165,opec,05_10_25,2,
p165,bhb,05_10_25,1,
p165,fm,05_10_25,1,
p165,fmac,05_10_25,1,
p165,iv,05_10_25,3,
opec,bhb,05_10_25,2,
bhb,fm,05_10_25,1,
bhb,fmac,05_10_25,1,
fm,iv,05_10_25,1,
fmac,iv,05_10_25,1,
,,,,
p166,as,05_10_25,2,
p166,br,05_10_25,2,
p166,nbc,05_10_25,2,
p166,abc,05_10_25,2,
p166,fcc,05_10_25,3,
p166,demo,05_10_25,2,
p166,rep,05_10_25,1,
p166,mc,05_10_25,3,
p166,fk,05_10_25,3,
as,br,05_10_25,2,
as,nbc,05_10_25,2,
as,abc,05_10_25,2,
br,nbc,05_10_25,2,
nbc,demo,05_10_25,2,
abc,demo,05_10_25,2,
rep,nbc,05_10_25,2,
rep,abc,05_10_25,2,
,,,,
p167,us,06_10_25,1,
p167,ta,06_10_25,3,
p167,iv,06_10_25,3,
p167,if,06_10_25,3,
us,ta,06_10_25,1,
us,iv,06_10_25,1,
us,if,06_10_25,1,
ta,iv,06_10_25,3,
ta,if,06_10_25,3,
iv,if,06_10_25,3,
,,,,
p168,jpn,06_10_25,1,
p168,pmj,06_10_25,3,
p168,aw,06_10_25,3,
jpn,aw,06_10_25,1,
pmj,aw,06_10_25,1,
,,,,
p169,br,06_10_25,1,
p169,us,06_10_25,1,
p169,lula,06_10_25,1,
p169,iv,06_10_25,3,
p169,pair,06_10_25,3,
br,us,06_10_25,1,
br,lula,06_10_25,1,
br,iv,06_10_25,1,
br,pair,06_10_25,1,
us,lula,06_10_25,1,
us,iv,06_10_25,1,
us,pair,06_10_25,1,
lula,iv,06_10_25,1,
lula,pair,06_10_25,1,
,,,,
p170,us,06_10_25,1,
p170,count,06_10_25,3,
p170,htm,06_10_25,1,
p170,ta,06_10_25,3,
p170,iv,06_10_25,3,
us,count,06_10_25,1,
us,htm,06_10_25,1,
us,ta,06_10_25,1,
us,iv,06_10_25,1,
count,ta,06_10_25,3,
count,iv,06_10_25,3,
htm,ta,06_10_25,1,
htm,iv,06_10_25,1,
,,,,
p171,us,06_10_25,1,
p171,demo,06_10_25,2,
p171,amer,06_10_25,1,
p171,usgov,06_10_25,3,
p171,iv,06_10_25,3,
p171,ta,06_10_25,3,
us,demo,06_10_25,1,
us,amer,06_10_25,1,
us,usgov,06_10_25,1,
us,iv,06_10_25,1,
us,ta,06_10_25,1,
demo,usgov,06_10_25,2,
demo,iv,06_10_25,2,
demo,ta,06_10_25,2,
amer,usgov,06_10_25,1,
amer,iv,06_10_25,1,
amer,ta,06_10_25,1,
,,,,
p172,mbau,07_10_25,1,
p172,rep,07_10_25,1,
p172,wa,07_10_25,1,
p172,mbart,07_10_25,1,
p172,mc,07_10_25,3,
mbau,rep,07_10_25,1,
mbau,wa,07_10_25,1,
mbau,mbart,07_10_25,1,
rep,wa,07_10_25,1,
rep,mbart,07_10_25,1,
wa,mbart,07_10_25,1,
mbau,mc,07_10_25,1,
rep,mc,07_10_25,1,
wa,mc,07_10_25,1,
mbart,mc,07_10_25,1,
,,,,
p173,jsmi,07_10_25,2,
p173,doj,07_10_25,3,
p173,iv,07_10_25,3,
jsmi,doj,07_10_25,2,
,,,,
p174,mve,07_10_25,1,
p174,jt,07_10_25,1,
p174,vet,07_10_25,1,
p174,us,07_10_25,1,
p174,cf,07_10_25,3,
p174,pa,07_10_25,3,
p174,ma,07_10_25,3,
p174,ttb,07_10_25,3,
p174,ta,07_10_25,3,
p174,edu,07_10_25,3,
p174,ep,07_10_25,3,
mve,cf,07_10_25,1,
mve,pa,07_10_25,1,
mve,ma,07_10_25,1,
mve,ttb,07_10_25,1,
mve,ta,07_10_25,1,
mve,edu,07_10_25,1,
mve,ep,07_10_25,1,
jt,cf,07_10_25,1,
jt,pa,07_10_25,1,
jt,ma,07_10_25,1,
jt,ttb,07_10_25,1,
jt,ta,07_10_25,1,
jt,edu,07_10_25,1,
jt,ep,07_10_25,1,
vet,cf,07_10_25,1,
vet,pa,07_10_25,1,
vet,ma,07_10_25,1,
vet,ttb,07_10_25,1,
vet,ta,07_10_25,1,
vet,edu,07_10_25,1,
vet,ep,07_10_25,1,
us,cf,07_10_25,1,
us,pa,07_10_25,1,
us,ma,07_10_25,1,
us,ttb,07_10_25,1,
us,ta,07_10_25,1,
us,edu,07_10_25,1,
us,ep,07_10_25,1,
,,,,
p175,rbl,07_10_25,2,
p175,us,07_10_25,1,
p175,sen,07_10_25,2,
p175,vnm,07_10_25,1,
p175,doj,07_10_25,3,
p175,medi,07_10_25,3,
rbl,doj,07_10_25,2,
us,doj,07_10_25,1,
sen,doj,07_10_25,2,
vnm,doj,07_10_25,1,
rbl,medi,07_10_25,2,
us,medi,07_10_25,1,
sen,medi,07_10_25,2,
vnm,medi,07_10_25,1,
,,,,
p176,mve,07_10_25,1,
p176,us,07_10_25,1,
p176,cf,07_10_25,3,
mve,cf,07_10_25,1,
us,cf,07_10_25,1,
,,,,
p177,jsmi,07_10_25,2,
p177,bidoj,07_10_25,2,
p177,repsen,07_10_25,2,
p177,repcong,07_10_25,2,
p177,doj,07_10_25,3,
jsmi,doj,07_10_25,2,
bidoj,doj,07_10_25,2,
repsen,doj,07_10_25,2,
repcong,doj,07_10_25,2,
,,,,
p178,cc,08_10_25,1,
p178,le,08_10_25,3,
cc,le,08_10_25,1,
,,,,
p179,mb,08_10_25,2,
p179,jbp,08_10_25,2,
p179,ice,08_10_25,1,
p179,le,08_10_25,3,
mb,le,08_10_25,2,
jbp,le,08_10_25,2,
ice,le,08_10_25,1,
,,,,
p180,uth,08_10_25,1,
p180,us,08_10_25,1,
p180,maga,08_10_25,1,
p180,aa,08_10_25,1,
p180,scot,08_10_25,1,
p180,dsb,08_10_25,2,
p180,cped,08_10_25,1,
p180,c,08_10_25,1,
p180,lemb,08_10_25,1,
p180,fl,08_10_25,1,
p180,le,08_10_25,3,
uth,le,08_10_25,1,
us,le,08_10_25,1,
maga,le,08_10_25,1,
aa,le,08_10_25,1,
scot,le,08_10_25,1,
dsb,le,08_10_25,2,
cped,le,08_10_25,1,
c,le,08_10_25,1,
lemb,le,08_10_25,1,
fl,le,08_10_25,1,
,,,,
p181,csmi,08_10_25,1,
p181,amer,08_10_25,1,
p181,amerf,08_10_25,1,
p181,us,08_10_25,1,
p181,hcfa,08_10_25,1,
p181,ta,08_10_25,3,
p181,le,08_10_25,3,
csmi,ta,08_10_25,1,
csmi,le,08_10_25,1,
csmi,hcfa,08_10_25,1,
amer,ta,08_10_25,1,
amer,le,08_10_25,1,
amerf,ta,08_10_25,1,
amerf,le,08_10_25,1,
us,ta,08_10_25,1,
us,le,08_10_25,1,
us,hcfa,08_10_25,1,
hcfa,ta,08_10_25,1,
hcfa,le,08_10_25,1,
,,,,
p182,jvd,08_10_25,1,
p182,maga,08_10_25,1,
p182,amer,08_10_25,1,
p182,amerf,08_10_25,1,
p182,us,08_10_25,1,
p182,hjso,08_10_25,1,
p182,ponj,08_10_25,1,
p182,ta,08_10_25,3,
p182,le,08_10_25,3,
jvd,ta,08_10_25,1,
jvd,le,08_10_25,1,
jvd,hjso,08_10_25,1,
jvd,ponj,08_10_25,1,
maga,ta,08_10_25,1,
maga,le,08_10_25,1,
amer,ta,08_10_25,1,
amer,le,08_10_25,1,
amerf,ta,08_10_25,1,
amerf,le,08_10_25,1,
us,ta,08_10_25,1,
us,le,08_10_25,1,
us,hjso,08_10_25,1,
hjso,ta,08_10_25,1,
hjso,le,08_10_25,1,
ponj,ta,08_10_25,1,
ponj,le,08_10_25,1,
,,,,
p183,isra,08_10_25,1,
p183,hama,08_10_25,1,
p183,host,08_10_25,1,
p183,us,08_10_25,1,
p183,count,08_10_25,1,
p183,egy,08_10_25,1,
p183,qat,08_10_25,1,
p183,tur,08_10_25,1,
p183,medi,08_10_25,1,
p183,pair,08_10_25,3,
isra,pair,08_10_25,1,
hama,pair,08_10_25,1,
host,pair,08_10_25,1,
us,pair,08_10_25,1,
count,pair,08_10_25,1,
egy,pair,08_10_25,1,
qat,pair,08_10_25,1,
tur,pair,08_10_25,1,
medi,pair,08_10_25,1,
,,,,
p184,mh,09_10_25,1,
p184,us,09_10_25,1,
p184,me,09_10_25,1,
p184,pair,09_10_25,3,
mh,pair,09_10_25,1,
us,pair,09_10_25,1,
me,pair,09_10_25,1,
,,,,
p185,eyl,09_10_25,1,
p185,fn,09_10_25,1,
p185,me,09_10_25,1,
p185,pair,09_10_25,3,
eyl,pair,09_10_25,1,
fn,pair,09_10_25,1,
me,pair,09_10_25,1,
,,,,
p186,bc,09_10_25,1,
p186,usda,09_10_25,1,
p186,us,09_10_25,1,
p186,amer,09_10_25,1,
p186,af,09_10_25,3,
bc,af,09_10_25,1,
bc,usda,09_10_25,1,
bc,us,09_10_25,1,
bc,amer,09_10_25,1,
usda,us,09_10_25,1,
,,,,
p187,fbi,09_10_25,1,
p187,cw,09_10_25,2,
p187,kbp,09_10_25,1,
p187,pb,09_10_25,1,
p187,doj,09_10_25,1,
p187,crim,09_10_25,2,
p187,cap,09_10_25,3,
p187,js,09_10_25,3,
p187,lp,09_10_25,3,
fbi,cw,09_10_25,2,
fbi,kbp,09_10_25,1,
fbi,doj,09_10_25,1,
kbp,doj,09_10_25,1,
pb,doj,09_10_25,1,
fbi,crim,09_10_25,2,
,,,,
p188,us,09_10_25,1,
p188,count,09_10_25,2,
p188,twc,09_10_25,1,
p188,t,09_10_25,3,
us,t,09_10_25,1,
twc,t,09_10_25,1,
,,,,
p189,chi,10_10_25,2,
p189,us,10_10_25,1,
p189,count,10_10_25,3,
p189,euro,10_10_25,1,
p189,xi,10_10_25,2,
p189,apec,10_10_25,3,
p189,sk,10_10_25,3,
p189,me,10_10_25,3,
p189,t,10_10_25,3,
chi,us,10_10_25,2,
chi,count,10_10_25,2,
chi,xi,10_10_25,2,
us,count,10_10_25,1,
us,euro,10_10_25,1,
us,apec,10_10_25,1,
us,sk,10_10_25,1,
us,me,10_10_25,1,
xi,us,10_10_25,1,
xi,count,10_10_25,2,
,,,,
p190,chi,10_10_25,2,
p190,us,10_10_25,1,
p190,count,10_10_25,2,
p190,t,10_10_25,3,
chi,us,10_10_25,2,
chi,count,10_10_25,2,
us,count,10_10_25,1,
,,,,
p191,uscab,10_10_25,1,
p191,cw,10_10_25,3,
p191,js,10_10_25,3,
uscab,cw,10_10_25,1,
uscab,js,10_10_25,1,
cw,js,10_10_25,3,
,,,,
p192,cs,11_10_25,2,
p192,demo,11_10_25,2,
p192,tro,11_10_25,1,
p192,phe,11_10_25,1,
p192,umf,11_10_25,1,
p192,t,11_10_25,3,
cs,demo,11_10_25,1,
phe,umf,11_10_25,1,
phe,tro,11_10_25,1,
umf,tro,11_10_25,1,
,,,,
p193,bb,11_10_25,1,
p193,cnn,11_10_25,2,
p193,fk,11_10_25,3,
p193,lp,11_10_25,3,
bb,cnn,11_10_25,1,
bb,lp,11_10_25,2,
cnn,fk,11_10_25,1,
,,,,
p194,ds,12_10_25,1,
p194,sg,12_10_25,1,
p194,whppo,12_10_25,1,
p194,ind,12_10_25,3,
p194,aogo,12_10_25,3,
ds,whppo,12_10_25,1,
sg,ind,12_10_25,1,
,,,,
p195,fbi,12_10_25,2,
p195,fbiag,12_10_25,2,
p195,lae,12_10_25,3,
fbiag,fbi,12_10_25,2,
fbiag,lae,12_10_25,2,
,,,,
p196,asch,12_10_25,2,
p196,uc,12_10_25,2,
p196,lp,12_10_25,3,
p196,cor,12_10_25,3,
p196,js,12_10_25,3,
asch,uc,12_10_25,2,
asch,lp,12_10_25,2,
asch,cor,12_10_25,2,
asch,js,12_10_25,2,
uc,lp,12_10_25,2,
uc,cor,12_10_25,2,
uc,js,12_10_25,2,
,,,,
p197,xi,12_10_25,1,
p197,chi,12_10_25,1,
p197,us,12_10_25,1,
p197,pair,12_10_25,3,
xi,chi,12_10_25,1,
xi,us,12_10_25,1,
us,chi,12_10_25,1,
xi,pair,12_10_25,1,
chi,pair,12_10_25,1,
us,pair,12_10_25,1,
,,,,
p198,acu,12_10_25,2,
p198,youth,12_10_25,2,
p198,soc,12_10_25,2,
p198,fg,12_10_25,1,
p198,amer,12_10_25,1,
p198,uni,12_10_25,3,
p198,sch,12_10_25,3,
p198,lp,12_10_25,3,
p198,fos,12_10_25,3,
acu,youth,12_10_25,2,
acu,soc,12_10_25,2,
acu,lp,12_10_25,2,
acu,fos,12_10_25,2,
fg,acu,12_10_25,1,
fg,lp,12_10_25,1,
fg,fos,12_10_25,1,
amer,youth,12_10_25,1,
amer,soc,12_10_25,1,
,,,,
p199,cb,12_10_25,3,
p199,isra,12_10_25,1,
p199,me,12_10_25,1,
p199,pair,12_10_25,3,
cb,isra,12_10_25,1,
cb,me,12_10_25,1,
isra,me,12_10_25,1,
cb,pair,12_10_25,3,
isra,pair,12_10_25,1,
me,pair,12_10_25,1,
,,,,
p200,ussn,13_10_25,1,
p200,umf,13_10_25,3,
ussn,umf,13_10_25,1,
,,,,
p201,gm,14_10_25,1,
p201,ital,14_10_25,1,
p201,boo,14_10_25,3,
p201,rb,14_10_25,3,
p201,w,14_10_25,3,
gm,ital,14_10_25,1,
gm,boo,14_10_25,3,
gm,rb,14_10_25,1,
gm,w,14_10_25,1,
ital,boo,14_10_25,3,
ital,rb,14_10_25,1,
ital,w,14_10_25,1,
,,,,
p202,isra,14_10_25,1,
p202,egy,14_10_25,1,
p202,gaza,14_10_25,1,
p202,count,14_10_25,1,
p202,me,14_10_25,1,
p202,gaz,14_10_25,3,
p202,pair,14_10_25,3,
isra,egy,14_10_25,1,
isra,gaza,14_10_25,1,
isra,count,14_10_25,1,
isra,me,14_10_25,1,
egy,gaza,14_10_25,1,
egy,count,14_10_25,1,
egy,me,14_10_25,1,
gaza,count,14_10_25,1,
gaza,me,14_10_25,1,
count,me,14_10_25,1,
isra,pair,14_10_25,1,
egy,pair,14_10_25,1,
gaza,pair,14_10_25,1,
count,pair,14_10_25,1,
