from,to,date,rating,
p298,mc,27_10_25,3,
p298,war,27_10_25,3,
rep,rl,27_10_25,2,
rep,people,27_10_25,1,
rep,cf,27_10_25,1,
rep,if,27_10_25,1,
rep,iv,27_10_25,1,
rep,cr,27_10_25,3,
rep,nas,27_10_25,1,
rep,ep,27_10_25,1,
rep,sch,27_10_25,3,
rep,js,27_10_25,3,
rep,fk,27_10_25,2,
rep,pa,27_10_25,2,
rep,mc,27_10_25,2,
rep,war,27_10_25,1,
rl,people,27_10_25,2,
rl,cf,27_10_25,2,
rl,if,27_10_25,2,
rl,iv,27_10_25,2,
rl,cr,27_10_25,2,
rl,nas,27_10_25,2,
rl,ep,27_10_25,2,
rl,sch,27_10_25,2,
rl,js,27_10_25,2,
rl,fk,27_10_25,2,
rl,pa,27_10_25,2,
rl,mc,27_10_25,2,
rl,war,27_10_25,2,
people,cf,27_10_25,3,
people,if,27_10_25,3,
people,iv,27_10_25,3,
people,cr,27_10_25,3,
people,nas,27_10_25,3,
people,ep,27_10_25,3,
people,sch,27_10_25,3,
people,js,27_10_25,3,
people,fk,27_10_25,3,
people,pa,27_10_25,3,
people,mc,27_10_25,3,
people,war,27_10_25,3,
rep,rl,27_10_25,2,
rep,people,27_10_25,1,
rl,people,27_10_25,2,
,,,,
p299,soukor,28_10_25,3,
p299,count,28_10_25,3,
p299,pair,28_10_25,3,
soukor,count,28_10_25,3,
soukor,pair,28_10_25,3,
count,pair,28_10_25,3,
,,,,
p300,xi,29_10_25,3,
p300,chi,29_10_25,3,
p300,pair,29_10_25,3,
xi,chi,29_10_25,3,
xi,pair,29_10_25,3,
chi,pair,29_10_25,3,
,,,,
p301,soukor,29_10_25,3,
p301,pair,29_10_25,3,
soukor,pair,29_10_25,3,
,,,,
p302,zm,29_10_25,3,
p302,pa,29_10_25,3,
zm,pa,29_10_25,3,
,,,,
p303,wg,29_10_25,3,
p303,jsmi,29_10_25,3,
p303,lm,29_10_25,3,
p303,aw,29_10_25,3,
p303,jb,29_10_25,3,
p303,ne,29_10_25,3,
p303,crew,29_10_25,3,
p303,cw,29_10_25,3,
p303,mg,29_10_25,3,
p303,tw,29_10_25,3,
p303,pa,29_10_25,3,
wg,pa,29_10_25,3,
jsmi,pa,29_10_25,3,
lm,pa,29_10_25,3,
aw,pa,29_10_25,3,
jb,pa,29_10_25,3,
ne,pa,29_10_25,3,
crew,pa,29_10_25,3,
cw,pa,29_10_25,3,
mg,pa,29_10_25,3,
tw,pa,29_10_25,3,
wg,jsmi,29_10_25,3,
wg,lm,29_10_25,3,
wg,aw,29_10_25,3,
wg,jb,29_10_25,3,
wg,ne,29_10_25,3,
wg,crew,29_10_25,3,
wg,cw,29_10_25,3,
wg,mg,29_10_25,3,
wg,tw,29_10_25,3,
jsmi,lm,29_10_25,3,
jsmi,aw,29_10_25,3,
jsmi,jb,29_10_25,3,
jsmi,ne,29_10_25,3,
jsmi,crew,29_10_25,3,
jsmi,cw,29_10_25,3,
jsmi,mg,29_10_25,3,
jsmi,tw,29_10_25,3,
lm,aw,29_10_25,3,
lm,jb,29_10_25,3,
lm,ne,29_10_25,3,
lm,crew,29_10_25,3,
lm,cw,29_10_25,3,
lm,mg,29_10_25,3,
lm,tw,29_10_25,3,
aw,jb,29_10_25,3,
aw,ne,29_10_25,3,
aw,crew,29_10_25,3,
aw,cw,29_10_25,3,
aw,mg,29_10_25,3,
aw,tw,29_10_25,3,
jb,ne,29_10_25,3,
jb,crew,29_10_25,3,
jb,cw,29_10_25,3,
jb,mg,29_10_25,3,
jb,tw,29_10_25,3,
ne,crew,29_10_25,3,
ne,cw,29_10_25,3,
ne,mg,29_10_25,3,
ne,tw,29_10_25,3,
crew,cw,29_10_25,3,
crew,mg,29_10_25,3,
crew,tw,29_10_25,3,
cw,mg,29_10_25,3,
cw,tw,29_10_25,3,
mg,tw,29_10_25,3,
,,,,
p304,xi,29_10_25,3,
p304,chi,29_10_25,3,
p304,pair,29_10_25,3,
xi,pair,29_10_25,3,
chi,pair,29_10_25,3,
xi,chi,29_10_25,3,
,,,,
p305,rep,29_10_25,3,
p305,demo,29_10_25,3,
p305,vir,29_10_25,3,
p305,nj,29_10_25,3,
p305,pa,29_10_25,3,
rep,pa,29_10_25,3,
demo,pa,29_10_25,3,
vir,pa,29_10_25,3,
nj,pa,29_10_25,3,
rep,demo,29_10_25,2,
rep,vir,29_10_25,1,
rep,nj,29_10_25,1,
demo,vir,29_10_25,2,
demo,nj,29_10_25,2,
vir,nj,29_10_25,3,
,,,,
p306,bg,29_10_25,3,
p306,cc,29_10_25,3,
bg,cc,29_10_25,3,
,,,,
p307,sk,29_10_25,1,1
p307,us,29_10_25,1,
p307,skco,29_10_25,1,
p307,ma,29_10_25,1,
p307,pair,29_10_25,3,
sk,pair,29_10_25,1,
us,pair,29_10_25,1,
skco,pair,29_10_25,1,
ma,pair,29_10_25,1,
sk,us,29_10_25,1,
sk,skco,29_10_25,1,
sk,ma,29_10_25,1,
us,skco,29_10_25,1,
us,ma,29_10_25,1,
skco,ma,29_10_25,1,
,,,,
p308,sk,29_10_25,1,
p308,ps,29_10_25,1,
p308,us,29_10_25,1,
p308,pair,29_10_25,3,
sk,pair,29_10_25,1,
ps,pair,29_10_25,1,
us,pair,29_10_25,1,
sk,us,29_10_25,1,
sk,ps,29_10_25,1,
us,ps,29_10_25,1,
,,,,
p309,us,29_10_25,1,
p309,russi,29_10_25,2,
p309,chi,29_10_25,3,
p309,dow,29_10_25,1,
p309,nwt,29_10_25,3,
us,nwt,29_10_25,1,
russi,nwt,29_10_25,2,
chi,nwt,29_10_25,3,
dow,nwt,29_10_25,1,
us,russi,29_10_25,2,
us,chi,29_10_25,3,
us,dow,29_10_25,1,
russi,chi,29_10_25,3,
russi,dow,29_10_25,2,
chi,dow,29_10_25,3,
,,,,
p310,gtwo,29_10_25,3,
p310,pair,29_10_25,3,
gtwo,pair,29_10_25,3,
,,,,
p311,cs,30_10_25,2,
cs,pair,30_10_25,2,
p311,pair,30_10_25,3,
,,,,
p312,xi,30_10_25,1,
p312,chi,30_10_25,1,
p312,amer,30_10_25,1,
p312,cw,30_10_25,1,
p312,db,30_10_25,1,
p312,et,30_10_25,1,
p312,count,30_10_25,1,
p312,mal,30_10_25,1,
p312,jpn,30_10_25,1,
p312,sk,30_10_25,1,
p312,aus,30_10_25,1,
p312,can,30_10_25,1,
p312,nz,30_10_25,1,
p312,sgp,30_10_25,1,
p312,tha,30_10_25,1,
p312,vn,30_10_25,1,
xi,pair,30_10_25,1,
chi,pair,30_10_25,1,
amer,pair,30_10_25,1,
cw,pair,30_10_25,1,
db,pair,30_10_25,1,
et,pair,30_10_25,1,
count,pair,30_10_25,1,
mal,pair,30_10_25,1,
jpn,pair,30_10_25,1,
sk,pair,30_10_25,1,
aus,pair,30_10_25,1,
can,pair,30_10_25,1,
nz,pair,30_10_25,1,
sgp,pair,30_10_25,1,
tha,pair,30_10_25,1,
vn,pair,30_10_25,1,
p312,pair,30_10_25,3,
,,,,
p313,us,30_10_25,1,
p313,jpn,30_10_25,1,
us,pair,30_10_25,1,
jpn,pair,30_10_25,1,
p313,pair,30_10_25,3,
us,jpn,30_10_25,1,
,,,,
p314,lawenf,30_10_25,1,
p314,mdcstf,30_10_25,1,
lawenf,pair,30_10_25,1,
mdcstf,pair,30_10_25,1,
lawenf,mdcstf,30_10_25,1,
p314,pair,30_10_25,3,
,,,,
p315,demo,30_10_25,2,
p315,obamacare,30_10_25,2,
p315,me,30_10_25,3,
demo,obamacare,30_10_25,2,
obamacare,demo,30_10_25,2,
demo,me,30_10_25,2,
obamacare,me,30_10_25,2,
,,,,
p316,demo,30_10_25,2,
p316,rep,30_10_25,1,
p316,jt,30_10_25,1,
p316,mj,30_10_25,1,
p316,jm,30_10_25,2,
p316,ks,30_10_25,2,
p316,bo,30_10_25,2,
p316,hr,30_10_25,2,
p316,us,30_10_25,3,
p316,ussc,30_10_25,3,
demo,rep,30_10_25,2,
demo,jt,30_10_25,2,
demo,mj,30_10_25,2,
demo,jm,30_10_25,2,
demo,ks,30_10_25,2,
demo,bo,30_10_25,2,
demo,hr,30_10_25,2,
rep,jt,30_10_25,1,
rep,mj,30_10_25,1,
jt,mj,30_10_25,1,
jm,ks,30_10_25,2,
bo,hr,30_10_25,2,
ussc,demo,30_10_25,2,
ussc,rep,30_10_25,1,
demo,ussc,30_10_25,2,
rep,ussc,30_10_25,1,
,,,,
p317,whiho,31_10_25,1,
p317,lincoln,31_10_25,1,
p317,hist,31_10_25,3,
whiho,lincoln,31_10_25,1,
lincoln,whiho,31_10_25,1,
whiho,hist,31_10_25,3,
lincoln,hist,31_10_25,3,
hist,whiho,31_10_25,3,
hist,lincoln,31_10_25,3,
,,,,
p318,kennedy,31_10_25,1,
p318,amer,31_10_25,1,
p318,hist,31_10_25,3,
kennedy,amer,31_10_25,1,
amer,kennedy,31_10_25,1,
kennedy,hist,31_10_25,3,
amer,hist,31_10_25,3,
,,,,
p319,christ,31_10_25,1,
p319,radislam,31_10_25,2,
p319,nigeria,31_10_25,3,
p319,rm,31_10_25,1,
p319,tc,31_10_25,1,
p319,hapc,31_10_25,1,
p319,us,31_10_25,1,
p319,rb,31_10_25,3,
christ,radislam,31_10_25,2,
christ,nigeria,31_10_25,1,
christ,rm,31_10_25,1,
christ,tc,31_10_25,1,
christ,hapc,31_10_25,1,
christ,us,31_10_25,1,
radislam,nigeria,31_10_25,3,
radislam,rm,31_10_25,2,
radislam,tc,31_10_25,2,
radislam,hapc,31_10_25,2,
radislam,us,31_10_25,2,
nigeria,rm,31_10_25,3,
nigeria,tc,31_10_25,3,
nigeria,hapc,31_10_25,3,
nigeria,us,31_10_25,3,
rm,tc,31_10_25,1,
rm,hapc,31_10_25,1,
rm,us,31_10_25,1,
tc,hapc,31_10_25,1,
tc,us,31_10_25,1,
hapc,us,31_10_25,1,
christ,rb,31_10_25,3,
radislam,rb,31_10_25,3,
nigeria,rb,31_10_25,3,
rm,rb,31_10_25,3,
tc,rb,31_10_25,3,
hapc,rb,31_10_25,3,
us,rb,31_10_25,3,
,,,,
p320,snap,31_10_25,1,
p320,raddem,31_10_25,2,
p320,courts,31_10_25,3,
p320,uslaw,31_10_25,1,
p320,sd,31_10_25,2,
p320,gov,31_10_25,3,
snap,raddem,31_10_25,2,
snap,courts,31_10_25,3,
snap,uslaw,31_10_25,1,
snap,sd,31_10_25,2,
raddem,courts,31_10_25,2,
raddem,uslaw,31_10_25,2,
raddem,sd,31_10_25,2,
courts,uslaw,31_10_25,3,
courts,sd,31_10_25,3,
uslaw,sd,31_10_25,1,
snap,gov,31_10_25,3,
raddem,gov,31_10_25,3,
courts,gov,31_10_25,3,
uslaw,gov,31_10_25,3,
sd,gov,31_10_25,3,
,,,,
p321,semey,01_11_25,2,
p321,nbc,01_11_25,2,
p321,mc,01_11_25,3,
semey,nbc,01_11_25,3,
semey,mc,01_11_25,3,
nbc,mc,01_11_25,3,
,,,,
p322,xi,01_11_25,1,
p322,chi,01_11_25,1,
p322,us,01_11_25,1,
p322,pm,01_11_25,3,
xi,chi,01_11_25,1,
xi,us,01_11_25,1,
chi,us,01_11_25,1,
xi,pm,01_11_25,3,
chi,pm,01_11_25,3,
us,pm,01_11_25,3,
,,,,
p323,nga,01_11_25,-1,
p323,us,01_11_25,1,
p323,it,01_11_25,-1,
p323,chr,01_11_25,1,
p323,ft,01_11_25,3,
nga,us,01_11_25,-1,
nga,it,01_11_25,-1,
nga,chr,01_11_25,1,
us,it,01_11_25,-1,
us,chr,01_11_25,1,
it,chr,01_11_25,-1,
nga,ft,01_11_25,3,
us,ft,01_11_25,3,
it,ft,01_11_25,3,
chr,ft,01_11_25,3,
,,,,
p324,rep,01_11_25,1,
p324,dem,01_11_25,2,
p324,amer,01_11_25,1,
p324,sc,01_11_25,3,
p324,ef,01_11_25,3,
rep,dem,01_11_25,2,
rep,sc,01_11_25,1,
rep,amer,01_11_25,1,
rep,ef,01_11_25,3,
dem,sc,01_11_25,2,
dem,amer,01_11_25,2,
dem,ef,01_11_25,2,
sc,ef,01_11_25,2,
amer,ef,01_11_25,3,
,,,,
p325,cc,02_11_25,1,
p325,dod,02_11_25,1,
,,,,
p325,wh,02_11_25,3,
p325,ba,02_11_25,3,
cc,dod,02_11_25,1,
cc,ba,02_11_25,3,
dod,own,02_11_25,1,
dod,ba,02_11_25,3,
wh,ba,02_11_25,3,
,,,,
p326,bb,02_11_25,1,
p326,le,02_11_25,1,
p326,ice,02_11_25,1,
p326,bp,02_11_25,1,
p326,amer,02_11_25,1,
p326,af,02_11_25,3,
bb,le,02_11_25,1,
bb,ice,02_11_25,1,
bb,bp,02_11_25,1,
bb,amer,02_11_25,1,
bb,af,02_11_25,3,
le,ice,02_11_25,1,
le,bp,02_11_25,1,
le,amer,02_11_25,1,
le,af,02_11_25,3,
ice,bp,02_11_25,1,
ice,amer,02_11_25,1,
ice,af,02_11_25,3,
bp,amer,02_11_25,1,
bp,af,02_11_25,3,
amer,af,02_11_25,3,
,,,,
p327,us,02_11_25,1,
p327,t,02_11_25,3,
p327,chi,02_11_25,3,
us,t,02_11_25,1,
us,chi,02_11_25,3,
t,chi,02_11_25,3,
,,,,
p328,jc,02_11_25,1,
p328,us,02_11_25,1,
p328,nj,02_11_25,3,
p328,jew,02_11_25,1,
p328,cf,02_11_25,3,
jc,us,02_11_25,1,
jc,nj,02_11_25,3,
jc,jew,02_11_25,1,
jc,cf,02_11_25,3,
us,nj,02_11_25,3,
us,jew,02_11_25,1,
us,cf,02_11_25,3,
nj,jew,02_11_25,3,
nj,cf,02_11_25,3,
jew,cf,02_11_25,3,
,,,,
p329,minu,02_11_25,3,
p329,nfl,02_11_25,1,
p329,fball,02_11_25,3,
p329,kh,02_11_25,2,
minu,nfl,02_11_25,3,
minu,fball,02_11_25,3,
minu,kh,02_11_25,2,
nfl,fball,02_11_25,1,
nfl,kh,02_11_25,2,
fball,kh,02_11_25,2,
,,,,
p330,nfl,02_11_25,2,
p330,cfl,02_11_25,2,
p330,minu,02_11_25,3,
p330,tva,02_11_25,3,
nfl,cfl,02_11_25,2,
nfl,minu,02_11_25,2,
nfl,tva,02_11_25,2,
cfl,minu,02_11_25,2,
cfl,tva,02_11_25,2,
minu,tva,02_11_25,3,
,,,,
p331,penn,02_11_25,1,
p331,rdemscj,02_11_25,2,
p331,donohue,02_11_25,2,
p331,dougherty,02_11_25,2,
p331,wecht,02_11_25,2,
p331,ef,02_11_25,3,
penn,rdemscj,02_11_25,2,
penn,donohue,02_11_25,2,
penn,dougherty,02_11_25,2,
penn,wecht,02_11_25,2,
penn,ef,02_11_25,3,
rdemscj,donohue,02_11_25,2,
rdemscj,dougherty,02_11_25,2,
rdemscj,wecht,02_11_25,2,
rdemscj,ef,02_11_25,2,
donohue,dougherty,02_11_25,2,
donohue,wecht,02_11_25,2,
donohue,ef,02_11_25,2,
dougherty,wecht,02_11_25,2,
dougherty,ef,02_11_25,2,
wecht,ef,02_11_25,2,
p331,jb,02_11_25,2,
jb,ef,02_11_25,2,
jb ,donohue,02_11_25,2,
jb ,dougherty,02_11_25,2,
jb ,wecht,02_11_25,2,
,,,,
p332,shuckabee,02_11_25,1,
p332,ark,02_11_25,1,
p332,whiho,02_11_25,1,
p332,mil,02_11_25,1,
p332,vete,02_11_25,1,
p332,le,02_11_25,1,
p332,ec,02_11_25,3,
shuckabee,ark,02_11_25,1,
shuckabee,whiho,02_11_25,1,
shuckabee,mil,02_11_25,1,
shuckabee,vete,02_11_25,1,
shuckabee,le,02_11_25,1,
shuckabee,ec,02_11_25,3,
ark,whiho,02_11_25,1,
ark,mil,02_11_25,1,
ark,vete,02_11_25,1,
ark,le,02_11_25,1,
ark,ec,02_11_25,3,
whiho,mil,02_11_25,1,
whiho,vete,02_11_25,1,
whiho,le,02_11_25,1,
whiho,ec,02_11_25,3,
mil,vete,02_11_25,1,
mil,le,02_11_25,1,
mil,ec,02_11_25,3,
vete,le,02_11_25,1,
vete,ec,02_11_25,3,
le,ec,02_11_25,3,
,,,,
p333,mkelly,02_11_25,1,
p333,penn,02_11_25,1,
p333,hwc,02_11_25,1,
p333,mil,02_11_25,1,
p333,vete,02_11_25,1,
p333,ec,02_11_25,3,
mkelly,penn,02_11_25,1,
mkelly,hwc,02_11_25,1,
mkelly,mil,02_11_25,1,
mkelly,vete,02_11_25,1,
mkelly,ec,02_11_25,3,
penn,hwc,02_11_25,1,
penn,mil,02_11_25,1,
penn,vete,02_11_25,1,
penn,ec,02_11_25,3,
hwc,mil,02_11_25,1,
hwc,vete,02_11_25,1,
hwc,ec,02_11_25,3,
mil,vete,02_11_25,1,
mil,ec,02_11_25,1,
vete,ec,02_11_25,1,
,,,,
p334,mguest,02_11_25,1,
p334,miss,02_11_25,1,
p334,hec,02_11_25,1,
p334,mil,02_11_25,1,
p334,vete,02_11_25,1,
p334,ec,02_11_25,3,
mguest,miss,02_11_25,1,
mguest,hec,02_11_25,1,
mguest,mil,02_11_25,1,
mguest,vete,02_11_25,1,
mguest,ec,02_11_25,3,
miss,hec,02_11_25,1,
miss,mil,02_11_25,1,
miss,vete,02_11_25,1,
miss,ec,02_11_25,3,
hec,mil,02_11_25,1,
hec,vete,02_11_25,1,
hec,ec,02_11_25,3,
mil,vete,02_11_25,1,
mil,ec,02_11_25,1,
vete,ec,02_11_25,1,
,,,,
p335,mmmeeks,02_11_25,1,
p335,iowa,02_11_25,1,
p335,army,02_11_25,1,
p335,mil,02_11_25,1,
p335,vete,02_11_25,1,
p335,ec,02_11_25,3,
mmmeeks,iowa,02_11_25,1,
mmmeeks,army,02_11_25,1,
mmmeeks,mil,02_11_25,1,
mmmeeks,vete,02_11_25,1,
mmmeeks,ec,02_11_25,1,
iowa,army,02_11_25,1,
iowa,mil,02_11_25,1,
iowa,vete,02_11_25,1,
iowa,ec,02_11_25,1,
army,mil,02_11_25,1,
army,vete,02_11_25,1,
army,ec,02_11_25,1,
mil,vete,02_11_25,1,
mil,ec,02_11_25,1,
vete,ec,02_11_25,1,
,,,,
p336,pfallon,02_11_25,1,
p336,tex,02_11_25,1,
p336,af,02_11_25,1,
p336,mil,02_11_25,1,
p336,vete,02_11_25,1,
p336,nd,02_11_25,1,
p336,ec,02_11_25,3,
pfallon,tex,02_11_25,1,
pfallon,af,02_11_25,1,
pfallon,mil,02_11_25,1,
pfallon,vete,02_11_25,1,
pfallon,nd,02_11_25,1,
pfallon,ec,02_11_25,1,
tex,af,02_11_25,1,
tex,mil,02_11_25,1,
tex,vete,02_11_25,1,
tex,nd,02_11_25,1,
tex,ec,02_11_25,1,
af,mil,02_11_25,1,
af,vete,02_11_25,1,
af,ec,02_11_25,1,
mil,vete,02_11_25,1,
mil,ec,02_11_25,1,
vete,ec,02_11_25,1,
nd,ec,02_11_25,1,
,,,,
p337,va,02_11_25,1,
p337,nj,02_11_25,1,
p337,rep,02_11_25,1,
p337,demo,02_11_25,2,
p337,ec,02_11_25,3,
va,nj,02_11_25,3,
va,rep,02_11_25,1,
va,demo,02_11_25,2,
va,ec,02_11_25,1,
nj,rep,02_11_25,1,
nj,dem,02_11_25,2,
nj,ec,02_11_25,1,
rep,demo,02_11_25,2,
rep,ec,02_11_25,1,
demo,ec,02_11_25,2,
,,,,
p338,nj,02_11_25,1,
p338,va,02_11_25,1,
p338,msherrill,02_11_25,2,
p338,aspanberger,02_11_25,2,
p338,rep,02_11_25,1,
p338,demo,02_11_25,2,
p338,ec,02_11_25,3,
nj,va,02_11_25,3,
nj,msherrill,02_11_25,2,
nj,aspanberger,02_11_25,2,
nj,rep,02_11_25,1,
nj,demo,02_11_25,2,
nj,ec,02_11_25,1,
va,msherrill,02_11_25,2,
va,aspanberger,02_11_25,2,
va,rep,02_11_25,1,
va,demo,02_11_25,2,
va,ec,02_11_25,1,
msherrill,aspanberger,02_11_25,2,
msherrill,rep,02_11_25,2,
msherrill,demo,02_11_25,2,
msherrill,ec,02_11_25,2,
aspanberger,rep,02_11_25,2,
aspanberger,demo,02_11_25,2,
aspanberger,ec,02_11_25,2,
rep,demo,02_11_25,2,
rep,ec,02_11_25,1,
demo,ec,02_11_25,2,
,,,,
p339,nj,02_11_25,1,
p339,va,02_11_25,1,
p339,rep,02_11_25,1,
p339,demo,02_11_25,2,
p339,amer,02_11_25,1,
p339,ec,02_11_25,3,
nj,va,02_11_25,3,
nj,rep,02_11_25,1,
nj,demo,02_11_25,2,
nj,amer,02_11_25,1,
nj,ec,02_11_25,1,
va,rep,02_11_25,1,
va,demo,02_11_25,2,
va,amer,02_11_25,1,
va,ec,02_11_25,1,
rep,demo,02_11_25,2,
rep,amer,02_11_25,1,
rep,ec,02_11_25,1,
demo,amer,02_11_25,2,
demo,ec,02_11_25,2,
amer,ec,02_11_25,1,
,,,,
p340,tkelly,02_11_25,1,
p340,miss,02_11_25,1,
p340,army,02_11_25,1,
p340,le,02_11_25,1,
p340,mil,02_11_25,1,
p340,vete,02_11_25,1,
p340,ec,02_11_25,3,
tkelly,miss,02_11_25,1,
tkelly,army,02_11_25,1,
tkelly,le,02_11_25,1,
tkelly,mil,02_11_25,1,
tkelly,vete,02_11_25,1,
tkelly,ec,02_11_25,1,
miss,army,02_11_25,1,
miss,le,02_11_25,1,
miss,mil,02_11_25,1,
miss,vete,02_11_25,1,
miss,ec,02_11_25,1,
army,le,02_11_25,1,
army,mil,02_11_25,1,
army,vete,02_11_25,1,
army,ec,02_11_25,1,
le,mil,02_11_25,1,
le,vete,02_11_25,1,
le,ec,02_11_25,1,
mil,vete,02_11_25,1,
mil,ec,02_11_25,1,
vete,ec,02_11_25,1,
,,,,
p341,bmoore,02_11_25,1,
p341,ut,02_11_25,1,
p341,mil,02_11_25,1,
p341,vete,02_11_25,1,
p341,le,02_11_25,1,
p341,ec,02_11_25,3,
bmoore,ut,02_11_25,1,
bmoore,mil,02_11_25,1,
bmoore,vete,02_11_25,1,
bmoore,le,02_11_25,1,
bmoore,ec,02_11_25,1,
ut,mil,02_11_25,1,
ut,vete,02_11_25,1,
ut,le,02_11_25,1,
ut,ec,02_11_25,1,
mil,vete,02_11_25,1,
mil,le,02_11_25,1,
mil,ec,02_11_25,1,
vete,le,02_11_25,1,
vete,ec,02_11_25,1,
le,ec,02_11_25,1,
,,,,
p342,cmal,02_11_25,1,
p342,uta,02_11_25,1,
p342,comm,02_11_25,1,
p342,mig,02_11_25,2,
p342,milv,02_11_25,1,
p342,us,02_11_25,1,
p342,cm,02_11_25,3,
p342,sec,02_11_25,1,
p342,ta,02_11_25,1,
cmal,uta,02_11_25,1,
cmal,comm,02_11_25,1,
cmal,milv,02_11_25,1,
cmal,cm,02_11_25,2,
cmal,sec,02_11_25,1,
cmal,ta,02_11_25,1,
mig,cm,02_11_25,2,
milv,sec,02_11_25,1,
,,,,
p343,mken,02_11_25,1,
p343,ut3,02_11_25,1,
p343,comm,02_11_25,1,
p343,mig,02_11_25,2,
p343,milv,02_11_25,1,
p343,us,02_11_25,1,
p343,cm,02_11_25,3,
p343,sec,02_11_25,1,
p343,ta,02_11_25,1,
mken,ut3,02_11_25,1,
mken,comm,02_11_25,1,
mken,milv,02_11_25,1,
mken,cm,02_11_25,2,
mken,sec,02_11_25,1,
mken,ta,02_11_25,1,
mig,cm,02_11_25,2,
milv,sec,02_11_25,1,
,,,,
p344,bo,02_11_25,1,
p344,ut4,02_11_25,1,
p344,pat,02_11_25,1,
p344,mig,02_11_25,2,
p344,milv,02_11_25,1,
p344,us,02_11_25,1,
p344,af,02_11_25,3,
p344,cm,02_11_25,3,
p344,sec,02_11_25,3,
p344,ta,02_11_25,1,
bo,ut4,02_11_25,1,
bo,pat,02_11_25,1,
bo,milv,02_11_25,1,
bo,af,02_11_25,1,
bo,cm,02_11_25,2,
bo,sec,02_11_25,1,
bo,ta,02_11_25,1,
mig,cm,02_11_25,2,
milv,sec,02_11_25,1,
,,,,
p345,bg,02_11_25,1,
p345,ky2,02_11_25,1,
p345,milv,02_11_25,1,
p345,mig,02_11_25,2,
p345,us,02_11_25,1,
p345,af,02_11_25,3,
p345,cm,02_11_25,3,
p345,sec,02_11_25,3,
p345,ta,02_11_25,1,
bg,ky2,02_11_25,1,
bg,milv,02_11_25,1,
bg,af,02_11_25,1,
bg,cm,02_11_25,2,
bg,sec,02_11_25,1,
bg,ta,02_11_25,1,
mig,cm,02_11_25,2,
milv,sec,02_11_25,1,
,,,,
p346,hr,02_11_25,1,
p346,ky5,02_11_25,1,
p346,milv,02_11_25,1,
p346,mig,02_11_25,2,
p346,us,02_11_25,1,
p346,af,02_11_25,3,
p346,cm,02_11_25,3,
p346,sec,02_11_25,3,
p346,ta,02_11_25,1,
hr,ky5,02_11_25,1,
hr,milv,02_11_25,1,
hr,af,02_11_25,1,
hr,cm,02_11_25,2,
hr,sec,02_11_25,1,
hr,ta,02_11_25,1,
mig,cm,02_11_25,2,
milv,sec,02_11_25,1,
,,,,
p347,jc,02_11_25,1,
p347,ky1,02_11_25,1,
p347,milv,02_11_25,1,
p347,mig,02_11_25,2,
p347,us,02_11_25,1,
p347,pat,02_11_25,1,
p347,rl,02_11_25,3,
p347,sec,02_11_25,3,
p347,ta,02_11_25,3,
p347,af,02_11_25,1,
jc,ky1,02_11_25,1,
jc,milv,02_11_25,1,
jc,mig,02_11_25,1,
jc,us,02_11_25,1,
jc,pat,02_11_25,1,
jc,rl,02_11_25,2,
jc,sec,02_11_25,1,
jc,ta,02_11_25,1,
jc,af,02_11_25,1,
mig,rl,02_11_25,2,
milv,sec,02_11_25,1,
,,,,
p348,sw,02_11_2025,1,
p348,umf,02_11_2025,1,
p348,av,02_11_2025,1,
p348,usa,02_11_2025,1,
p348,ae,02_11_2025,1,
p348,cong,02_11_2025,1,
p348,cf,02_11_2025,3,
sw,umf,02_11_2025,1,
sw,av,02_11_2025,1,
sw,usa,02_11_2025,1,
sw,ae,02_11_2025,1,
sw,cong,02_11_2025,1,
umf,av,02_11_2025,1,
umf,usa,02_11_2025,1,
umf,ae,02_11_2025,1,
umf,cong,02_11_2025,1,
av,usa,02_11_2025,1,
av,ae,02_11_2025,1,
av,cong,02_11_2025,1,
usa,ae,02_11_2025,1,
usa,cong,02_11_2025,1,
ae,cong,02_11_2025,1,
sw,cf,02_11_2025,3,
umf,cf,02_11_2025,3,
av,cf,02_11_2025,3,
usa,cf,02_11_2025,3,
ae,cf,02_11_2025,3,
cong,cf,02_11_2025,3,
,,,,
p349,rc,02_11_2025,1,
p349,umf,02_11_2025,1,
p349,usa,02_11_2025,1,
p349,ae,02_11_2025,1,
p349,afarm,02_11_2025,1,
p349,cong,02_11_2025,1,
p349,cf,02_11_2025,3,
rc,umf,02_11_2025,1,
rc,usa,02_11_2025,1,
rc,ae,02_11_2025,1,
rc,afarm,02_11_2025,1,
rc,cong,02_11_2025,1,
umf,usa,02_11_2025,1,
umf,ae,02_11_2025,1,
umf,afarm,02_11_2025,1,
umf,cong,02_11_2025,1,
usa,ae,02_11_2025,1,
usa,afarm,02_11_2025,1,
usa,cong,02_11_2025,1,
ae,afarm,02_11_2025,1,
ae,cong,02_11_2025,1,
afarm,cong,02_11_2025,1,
rc,cf,02_11_2025,3,
umf,cf,02_11_2025,3,
usa,cf,02_11_2025,3,
ae,cf,02_11_2025,3,
afarm,cf,02_11_2025,3,
cong,cf,02_11_2025,3,
,,,,
p350,bw,02_11_2025,1,
p350,umf,02_11_2025,1,
p350,ae,02_11_2025,1,
p350,afarm,02_11_2025,1,
p350,cong,02_11_2025,1,
p350,cf,02_11_2025,3,
bw,umf,02_11_2025,1,
bw,ae,02_11_2025,1,
bw,afarm,02_11_2025,1,
bw,cong,02_11_2025,1,
umf,ae,02_11_2025,1,
umf,afarm,02_11_2025,1,
